Age,Workclass,Fnlwgt,Education,Education_Num,Marital_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_Per_Week,Native_Country,Result
20,rivate,266015, Some-college,10, Never-married,ales, Own-child, Black, Male,0,0,44,nited-States, <=50K
45,rivate,386940, Bachelors,13, Divorced,xec-managerial, Own-child, White, Male,0,1408,40,nited-States, <=50K
30,ederal-gov,59951, Some-college,10, Married-civ-spouse,dm-clerical, Own-child, White, Male,0,0,40,nited-States, <=50K
22,tate-gov,311512, Some-college,10, Married-civ-spouse,ther-service, Husband, Black, Male,0,0,15,nited-States, <=50K
48,rivate,242406, 11th,7, Never-married,achine-op-inspct, Unmarried, White, Male,0,0,40,uerto-Rico, <=50K
21,rivate,197200, Some-college,10, Never-married,achine-op-inspct, Own-child, White, Male,0,0,40,nited-States, <=50K
19,rivate,544091, HS-grad,9, Married-AF-spouse,dm-clerical, Wife, White, Female,0,0,25,nited-States, <=50K
31,rivate,84154, Some-college,10, Married-civ-spouse,ales, Husband, White, Male,0,0,38,, >50K
48,elf-emp-not-inc,265477, Assoc-acdm,12, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,nited-States, <=50K
31,rivate,507875, 9th,5, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,43,nited-States, <=50K
53,elf-emp-not-inc,88506, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,nited-States, <=50K
24,rivate,172987, Bachelors,13, Married-civ-spouse,ech-support, Husband, White, Male,0,0,50,nited-States, <=50K
49,rivate,94638, HS-grad,9, Separated,dm-clerical, Unmarried, White, Female,0,0,40,nited-States, <=50K
25,rivate,289980, HS-grad,9, Never-married,andlers-cleaners, Not-in-family, White, Male,0,0,35,nited-States, <=50K
57,ederal-gov,337895, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, Black, Male,0,0,40,nited-States, >50K
53,rivate,144361, HS-grad,9, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,38,nited-States, <=50K
44,rivate,128354, Masters,14, Divorced,xec-managerial, Unmarried, White, Female,0,0,40,nited-States, <=50K
41,tate-gov,101603, Assoc-voc,11, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
29,rivate,271466, Assoc-voc,11, Never-married,rof-specialty, Not-in-family, White, Male,0,0,43,nited-States, <=50K
25,rivate,32275, Some-college,10, Married-civ-spouse,xec-managerial, Wife, Other, Female,0,0,40,nited-States, <=50K
18,rivate,226956, HS-grad,9, Never-married,ther-service, Own-child, White, Female,0,0,30,, <=50K
47,rivate,51835, Prof-school,15, Married-civ-spouse,rof-specialty, Wife, White, Female,0,1902,60,onduras, >50K
50,ederal-gov,251585, Bachelors,13, Divorced,xec-managerial, Not-in-family, White, Male,0,0,55,nited-States, >50K
47,elf-emp-inc,109832, HS-grad,9, Divorced,xec-managerial, Not-in-family, White, Male,0,0,60,nited-States, <=50K
43,rivate,237993, Some-college,10, Married-civ-spouse,ech-support, Husband, White, Male,0,0,40,nited-States, >50K
46,rivate,216666, 5th-6th,3, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,exico, <=50K
35,rivate,56352, Assoc-voc,11, Married-civ-spouse,ther-service, Husband, White, Male,0,0,40,uerto-Rico, <=50K
41,rivate,147372, HS-grad,9, Married-civ-spouse,dm-clerical, Husband, White, Male,0,0,48,nited-States, <=50K
30,rivate,188146, HS-grad,9, Married-civ-spouse,achine-op-inspct, Husband, White, Male,5013,0,40,nited-States, <=50K
30,rivate,59496, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,2407,0,40,nited-States, <=50K
32,,293936, 7th-8th,4, Married-spouse-absent,, Not-in-family, White, Male,0,0,40,, <=50K
48,rivate,149640, HS-grad,9, Married-civ-spouse,ransport-moving, Husband, White, Male,0,0,40,nited-States, <=50K
42,rivate,116632, Doctorate,16, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,45,nited-States, >50K
29,rivate,105598, Some-college,10, Divorced,ech-support, Not-in-family, White, Male,0,0,58,nited-States, <=50K
36,rivate,155537, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
28,rivate,183175, Some-college,10, Divorced,dm-clerical, Not-in-family, White, Female,0,0,40,nited-States, <=50K
53,rivate,169846, HS-grad,9, Married-civ-spouse,dm-clerical, Wife, White, Female,0,0,40,nited-States, >50K
49,elf-emp-inc,191681, Some-college,10, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,50,nited-States, >50K
25,,200681, Some-college,10, Never-married,, Own-child, White, Male,0,0,40,nited-States, <=50K
19,rivate,101509, Some-college,10, Never-married,rof-specialty, Own-child, White, Male,0,0,32,nited-States, <=50K
31,rivate,309974, Bachelors,13, Separated,ales, Own-child, Black, Female,0,0,40,nited-States, <=50K
29,elf-emp-not-inc,162298, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,0,0,70,nited-States, >50K
23,rivate,211678, Some-college,10, Never-married,achine-op-inspct, Not-in-family, White, Male,0,0,40,nited-States, <=50K
79,rivate,124744, Some-college,10, Married-civ-spouse,rof-specialty, Other-relative, White, Male,0,0,20,nited-States, <=50K
27,rivate,213921, HS-grad,9, Never-married,ther-service, Own-child, White, Male,0,0,40,exico, <=50K
40,rivate,32214, Assoc-acdm,12, Married-civ-spouse,dm-clerical, Husband, White, Male,0,0,40,nited-States, <=50K
67,,212759, 10th,6, Married-civ-spouse,, Husband, White, Male,0,0,2,nited-States, <=50K
18,rivate,309634, 11th,7, Never-married,ther-service, Own-child, White, Female,0,0,22,nited-States, <=50K
31,ocal-gov,125927, 7th-8th,4, Married-civ-spouse,arming-fishing, Husband, White, Male,0,0,40,nited-States, <=50K
18,rivate,446839, HS-grad,9, Never-married,ales, Not-in-family, White, Male,0,0,30,nited-States, <=50K
52,rivate,276515, Bachelors,13, Married-civ-spouse,ther-service, Husband, White, Male,0,0,40,uba, <=50K
46,rivate,51618, HS-grad,9, Married-civ-spouse,ther-service, Wife, White, Female,0,0,40,nited-States, <=50K
59,rivate,159937, HS-grad,9, Married-civ-spouse,ales, Husband, White, Male,0,0,48,nited-States, <=50K
44,rivate,343591, HS-grad,9, Divorced,raft-repair, Not-in-family, White, Female,14344,0,40,nited-States, >50K
53,rivate,346253, HS-grad,9, Divorced,ales, Own-child, White, Female,0,0,35,nited-States, <=50K
49,ocal-gov,268234, HS-grad,9, Married-civ-spouse,rotective-serv, Husband, White, Male,0,0,40,nited-States, >50K
33,rivate,202051, Masters,14, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,50,nited-States, <=50K
30,rivate,54334, 9th,5, Never-married,ales, Not-in-family, White, Male,0,0,40,nited-States, <=50K
43,ederal-gov,410867, Doctorate,16, Never-married,rof-specialty, Not-in-family, White, Female,0,0,50,nited-States, >50K
57,rivate,249977, Assoc-voc,11, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,nited-States, <=50K
37,rivate,286730, Some-college,10, Divorced,raft-repair, Unmarried, White, Female,0,0,40,nited-States, <=50K
28,rivate,212563, Some-college,10, Divorced,achine-op-inspct, Unmarried, Black, Female,0,0,25,nited-States, <=50K
30,rivate,117747, HS-grad,9, Married-civ-spouse,ales, Wife, Asian-Pac-Islander, Female,0,1573,35,, <=50K
34,ocal-gov,226296, Bachelors,13, Married-civ-spouse,rotective-serv, Husband, White, Male,0,0,40,nited-States, >50K
29,ocal-gov,115585, Some-college,10, Never-married,andlers-cleaners, Not-in-family, White, Male,0,0,50,nited-States, <=50K
48,elf-emp-not-inc,191277, Doctorate,16, Married-civ-spouse,rof-specialty, Husband, White, Male,0,1902,60,nited-States, >50K
37,rivate,202683, Some-college,10, Married-civ-spouse,ales, Husband, White, Male,0,0,48,nited-States, >50K
48,rivate,171095, Assoc-acdm,12, Divorced,xec-managerial, Unmarried, White, Female,0,0,40,ngland, <=50K
32,ederal-gov,249409, HS-grad,9, Never-married,ther-service, Own-child, Black, Male,0,0,40,nited-States, <=50K
76,rivate,124191, Masters,14, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,40,nited-States, >50K
44,rivate,198282, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,15024,0,60,nited-States, >50K
47,elf-emp-not-inc,149116, Masters,14, Never-married,rof-specialty, Not-in-family, White, Female,0,0,50,nited-States, <=50K
20,rivate,188300, Some-college,10, Never-married,ech-support, Own-child, White, Female,0,0,40,nited-States, <=50K
29,rivate,103432, HS-grad,9, Never-married,raft-repair, Not-in-family, White, Male,0,0,40,nited-States, <=50K
32,elf-emp-inc,317660, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,7688,0,40,nited-States, >50K
17,,304873, 10th,6, Never-married,, Own-child, White, Female,34095,0,32,nited-States, <=50K
30,rivate,194901, 11th,7, Never-married,andlers-cleaners, Own-child, White, Male,0,0,40,nited-States, <=50K
31,ocal-gov,189265, HS-grad,9, Never-married,dm-clerical, Not-in-family, White, Female,0,0,40,nited-States, <=50K
42,rivate,124692, HS-grad,9, Married-civ-spouse,andlers-cleaners, Husband, White, Male,0,0,40,nited-States, <=50K
24,rivate,432376, Bachelors,13, Never-married,ales, Other-relative, White, Male,0,0,40,nited-States, <=50K
38,rivate,65324, Prof-school,15, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,nited-States, >50K
56,elf-emp-not-inc,335605, HS-grad,9, Married-civ-spouse,ther-service, Husband, White, Male,0,1887,50,anada, >50K
28,rivate,377869, Some-college,10, Married-civ-spouse,ales, Wife, White, Female,4064,0,25,nited-States, <=50K
36,rivate,102864, HS-grad,9, Never-married,achine-op-inspct, Own-child, White, Female,0,0,40,nited-States, <=50K
53,rivate,95647, 9th,5, Married-civ-spouse,andlers-cleaners, Husband, White, Male,0,0,50,nited-States, <=50K
56,elf-emp-inc,303090, Some-college,10, Married-civ-spouse,ales, Husband, White, Male,0,0,50,nited-States, <=50K
49,ocal-gov,197371, Assoc-voc,11, Married-civ-spouse,raft-repair, Husband, Black, Male,0,0,40,nited-States, >50K
55,rivate,247552, Some-college,10, Married-civ-spouse,ales, Husband, White, Male,0,0,56,nited-States, <=50K
22,rivate,102632, HS-grad,9, Never-married,raft-repair, Not-in-family, White, Male,0,0,41,nited-States, <=50K
21,rivate,199915, Some-college,10, Never-married,ther-service, Own-child, White, Female,0,0,40,nited-States, <=50K
40,rivate,118853, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,60,nited-States, <=50K
30,rivate,77143, Bachelors,13, Never-married,xec-managerial, Own-child, Black, Male,0,0,40,ermany, <=50K
29,tate-gov,267989, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,50,nited-States, >50K
19,rivate,301606, Some-college,10, Never-married,ther-service, Own-child, Black, Male,0,0,35,nited-States, <=50K
47,rivate,287828, Bachelors,13, Married-civ-spouse,xec-managerial, Wife, White, Female,0,0,40,nited-States, >50K
20,rivate,111697, Some-college,10, Never-married,dm-clerical, Own-child, White, Female,0,1719,28,nited-States, <=50K
31,rivate,114937, Assoc-acdm,12, Married-civ-spouse,dm-clerical, Husband, White, Male,0,0,40,nited-States, >50K
35,,129305, HS-grad,9, Married-civ-spouse,, Husband, White, Male,0,0,40,nited-States, <=50K
39,rivate,365739, Some-college,10, Divorced,raft-repair, Not-in-family, White, Male,0,0,40,nited-States, <=50K
28,rivate,69621, Assoc-acdm,12, Never-married,ales, Not-in-family, White, Female,0,0,60,nited-States, <=50K
24,rivate,43323, HS-grad,9, Never-married,ther-service, Not-in-family, White, Female,0,1762,40,nited-States, <=50K
38,elf-emp-not-inc,120985, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,4386,0,35,nited-States, <=50K
37,rivate,254202, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,0,0,50,nited-States, <=50K
46,rivate,146195, Assoc-acdm,12, Divorced,ech-support, Not-in-family, Black, Female,0,0,36,nited-States, <=50K
38,ederal-gov,125933, Masters,14, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,ran, >50K
43,elf-emp-not-inc,56920, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,60,nited-States, <=50K
27,rivate,163127, Assoc-voc,11, Married-civ-spouse,dm-clerical, Wife, White, Female,0,0,35,nited-States, <=50K
20,rivate,34310, Some-college,10, Never-married,ales, Own-child, White, Male,0,0,20,nited-States, <=50K
49,rivate,81973, Some-college,10, Married-civ-spouse,raft-repair, Husband, Asian-Pac-Islander, Male,0,0,40,nited-States, >50K
61,elf-emp-inc,66614, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
27,rivate,232782, Some-college,10, Never-married,ales, Own-child, White, Female,0,0,40,nited-States, <=50K
19,rivate,316868, Some-college,10, Never-married,ther-service, Own-child, White, Male,0,0,30,exico, <=50K
45,rivate,196584, Assoc-voc,11, Never-married,rof-specialty, Not-in-family, White, Female,0,1564,40,nited-States, >50K
70,rivate,105376, Some-college,10, Never-married,ech-support, Other-relative, White, Male,0,0,40,nited-States, <=50K
31,rivate,185814, HS-grad,9, Never-married,ransport-moving, Unmarried, Black, Female,0,0,30,nited-States, <=50K
22,rivate,175374, Some-college,10, Married-civ-spouse,ther-service, Husband, White, Male,0,0,24,nited-States, <=50K
36,rivate,108293, HS-grad,9, Widowed,ther-service, Unmarried, White, Female,0,0,24,nited-States, <=50K
64,rivate,181232, 11th,7, Married-civ-spouse,raft-repair, Husband, White, Male,0,2179,40,nited-States, <=50K
43,,174662, Some-college,10, Divorced,, Not-in-family, White, Female,0,0,40,nited-States, <=50K
47,ocal-gov,186009, Some-college,10, Divorced,dm-clerical, Unmarried, White, Female,0,0,38,exico, <=50K
34,rivate,198183, HS-grad,9, Never-married,dm-clerical, Not-in-family, White, Female,0,0,40,nited-States, <=50K
33,rivate,163003, Bachelors,13, Never-married,xec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40,hilippines, <=50K
21,rivate,296158, HS-grad,9, Never-married,raft-repair, Own-child, White, Male,0,0,35,nited-States, <=50K
52,,252903, HS-grad,9, Divorced,, Not-in-family, White, Male,0,0,45,nited-States, >50K
48,rivate,187715, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,46,nited-States, <=50K
23,rivate,214542, Bachelors,13, Never-married,andlers-cleaners, Not-in-family, White, Male,0,0,40,nited-States, <=50K
71,elf-emp-not-inc,494223, Some-college,10, Separated,ales, Unmarried, Black, Male,0,1816,2,nited-States, <=50K
29,rivate,191535, HS-grad,9, Divorced,raft-repair, Not-in-family, White, Male,0,0,60,nited-States, <=50K
42,rivate,228456, Bachelors,13, Separated,ther-service, Other-relative, Black, Male,0,0,50,nited-States, <=50K
68,,38317, 1st-4th,2, Divorced,, Not-in-family, White, Female,0,0,20,nited-States, <=50K
25,rivate,252752, HS-grad,9, Never-married,ther-service, Unmarried, White, Female,0,0,40,nited-States, <=50K
44,elf-emp-inc,78374, Masters,14, Divorced,xec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40,nited-States, <=50K
28,rivate,88419, HS-grad,9, Never-married,xec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40,ngland, <=50K
45,elf-emp-not-inc,201080, Masters,14, Married-civ-spouse,ales, Husband, White, Male,0,0,40,nited-States, >50K
36,rivate,207157, Some-college,10, Divorced,ther-service, Unmarried, White, Female,0,0,40,exico, <=50K
39,ederal-gov,235485, Assoc-acdm,12, Never-married,xec-managerial, Not-in-family, White, Male,0,0,42,nited-States, <=50K
46,tate-gov,102628, Masters,14, Widowed,rotective-serv, Unmarried, White, Male,0,0,40,nited-States, <=50K
18,rivate,25828, 11th,7, Never-married,andlers-cleaners, Own-child, White, Male,0,0,16,nited-States, <=50K
66,ocal-gov,54826, Assoc-voc,11, Widowed,rof-specialty, Not-in-family, White, Female,0,0,20,nited-States, <=50K
27,rivate,124953, HS-grad,9, Never-married,ther-service, Not-in-family, White, Male,0,1980,40,nited-States, <=50K
28,tate-gov,175325, HS-grad,9, Married-civ-spouse,rotective-serv, Husband, White, Male,0,0,40,nited-States, <=50K
51,rivate,96062, Some-college,10, Married-civ-spouse,ales, Husband, White, Male,0,1977,40,nited-States, >50K
27,rivate,428030, Bachelors,13, Never-married,raft-repair, Not-in-family, White, Male,0,0,50,nited-States, <=50K
28,tate-gov,149624, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,nited-States, >50K
27,rivate,253814, HS-grad,9, Married-spouse-absent,ales, Unmarried, White, Female,0,0,25,nited-States, <=50K
21,rivate,312956, HS-grad,9, Never-married,raft-repair, Own-child, Black, Male,0,0,40,nited-States, <=50K
34,rivate,483777, HS-grad,9, Never-married,andlers-cleaners, Not-in-family, Black, Male,0,0,40,nited-States, <=50K
18,rivate,183930, HS-grad,9, Never-married,ther-service, Own-child, White, Male,0,0,12,nited-States, <=50K
33,rivate,37274, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,65,nited-States, <=50K
44,ocal-gov,181344, Some-college,10, Married-civ-spouse,xec-managerial, Husband, Black, Male,0,0,38,nited-States, >50K
43,rivate,114580, Some-college,10, Divorced,dm-clerical, Not-in-family, White, Female,0,0,40,nited-States, <=50K
30,rivate,633742, Some-college,10, Never-married,raft-repair, Not-in-family, Black, Male,0,0,45,nited-States, <=50K
40,rivate,286370, 7th-8th,4, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,exico, >50K
37,ederal-gov,29054, Some-college,10, Married-civ-spouse,dm-clerical, Husband, White, Male,0,0,42,nited-States, >50K
34,rivate,304030, HS-grad,9, Married-civ-spouse,dm-clerical, Husband, Black, Male,0,0,40,nited-States, <=50K
41,elf-emp-not-inc,143129, Bachelors,13, Divorced,xec-managerial, Not-in-family, White, Female,0,0,40,nited-States, <=50K
53,,135105, Bachelors,13, Divorced,, Not-in-family, White, Female,0,0,50,nited-States, <=50K
31,rivate,99928, Masters,14, Married-civ-spouse,rof-specialty, Wife, White, Female,0,0,50,nited-States, <=50K
58,tate-gov,109567, Doctorate,16, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,1,nited-States, >50K
38,rivate,155222, Some-college,10, Divorced,achine-op-inspct, Not-in-family, Black, Female,0,0,28,nited-States, <=50K
24,rivate,159567, Some-college,10, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,nited-States, <=50K
41,ocal-gov,523910, Bachelors,13, Married-civ-spouse,raft-repair, Husband, Black, Male,0,0,40,nited-States, <=50K
47,rivate,120939, Some-college,10, Married-civ-spouse,ech-support, Husband, White, Male,0,0,45,nited-States, <=50K
41,ederal-gov,130760, Bachelors,13, Married-civ-spouse,ech-support, Husband, White, Male,0,0,24,nited-States, <=50K
23,rivate,197387, 5th-6th,3, Married-civ-spouse,ransport-moving, Other-relative, White, Male,0,0,40,exico, <=50K
36,rivate,99374, Some-college,10, Divorced,raft-repair, Not-in-family, White, Male,0,0,40,nited-States, <=50K
40,ederal-gov,56795, Masters,14, Never-married,xec-managerial, Not-in-family, White, Female,14084,0,55,nited-States, >50K
35,rivate,138992, Masters,14, Married-civ-spouse,rof-specialty, Other-relative, White, Male,7298,0,40,nited-States, >50K
24,elf-emp-not-inc,32921, HS-grad,9, Never-married,ales, Not-in-family, White, Male,0,0,40,nited-States, <=50K
26,rivate,397317, Masters,14, Never-married,rof-specialty, Not-in-family, White, Female,0,1876,40,nited-States, <=50K
19,,170653, HS-grad,9, Never-married,, Own-child, White, Male,0,0,40,taly, <=50K
51,rivate,259323, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,50,nited-States, >50K
42,ocal-gov,254817, Some-college,10, Never-married,rof-specialty, Not-in-family, White, Female,0,1340,40,nited-States, <=50K
37,tate-gov,48211, HS-grad,9, Divorced,dm-clerical, Unmarried, White, Female,0,0,35,nited-States, <=50K
18,rivate,140164, 11th,7, Never-married,ales, Own-child, White, Female,0,0,40,nited-States, <=50K
36,rivate,128757, Bachelors,13, Married-civ-spouse,ther-service, Husband, Black, Male,7298,0,36,nited-States, >50K
35,rivate,36270, HS-grad,9, Divorced,raft-repair, Not-in-family, White, Male,0,0,60,nited-States, <=50K
58,elf-emp-inc,210563, HS-grad,9, Married-civ-spouse,ales, Wife, White, Female,15024,0,35,nited-States, >50K
17,rivate,65368, 11th,7, Never-married,ales, Own-child, White, Female,0,0,12,nited-States, <=50K
44,ocal-gov,160943, HS-grad,9, Married-civ-spouse,ransport-moving, Husband, Black, Male,0,0,40,nited-States, <=50K
37,rivate,208358, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, >50K
35,rivate,153790, Some-college,10, Never-married,ales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40,nited-States, <=50K
60,rivate,85815, HS-grad,9, Married-civ-spouse,raft-repair, Husband, Asian-Pac-Islander, Male,0,0,40,nited-States, <=50K
54,elf-emp-inc,125417, 7th-8th,4, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,nited-States, >50K
37,rivate,635913, Bachelors,13, Never-married,xec-managerial, Not-in-family, Black, Male,0,0,60,nited-States, >50K
50,rivate,313321, Assoc-acdm,12, Divorced,ales, Not-in-family, White, Female,0,0,40,nited-States, <=50K
38,rivate,182609, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,0,0,50,oland, <=50K
45,rivate,109434, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,55,nited-States, <=50K
25,rivate,255004, 10th,6, Never-married,raft-repair, Not-in-family, White, Male,0,0,40,nited-States, <=50K
31,rivate,197860, Some-college,10, Married-civ-spouse,andlers-cleaners, Husband, White, Male,0,0,40,nited-States, <=50K
64,,187656, 1st-4th,2, Divorced,, Not-in-family, White, Male,0,0,40,nited-States, <=50K
90,rivate,51744, HS-grad,9, Never-married,ther-service, Not-in-family, Black, Male,0,2206,40,nited-States, <=50K
54,rivate,176681, HS-grad,9, Married-civ-spouse,dm-clerical, Husband, Black, Male,0,0,20,nited-States, <=50K
53,ocal-gov,140359, Preschool,1, Never-married,achine-op-inspct, Not-in-family, White, Female,0,0,35,nited-States, <=50K
18,rivate,243313, HS-grad,9, Never-married,ales, Own-child, White, Female,0,0,40,nited-States, <=50K
60,,24215, 10th,6, Divorced,, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10,nited-States, <=50K
66,elf-emp-not-inc,167687, HS-grad,9, Married-civ-spouse,arming-fishing, Husband, White, Male,1409,0,50,nited-States, <=50K
75,rivate,314209, Assoc-voc,11, Widowed,dm-clerical, Not-in-family, White, Female,0,0,20,olumbia, <=50K
65,rivate,176796, HS-grad,9, Divorced,dm-clerical, Not-in-family, White, Female,0,0,40,nited-States, <=50K
35,rivate,538583, 11th,7, Separated,ransport-moving, Not-in-family, Black, Male,3674,0,40,nited-States, <=50K
41,rivate,130408, HS-grad,9, Divorced,ales, Unmarried, Black, Female,0,0,38,nited-States, <=50K
25,rivate,159732, Some-college,10, Never-married,dm-clerical, Not-in-family, White, Male,0,0,42,nited-States, <=50K
33,rivate,110978, Some-college,10, Divorced,raft-repair, Other-relative, Other, Female,0,0,40,nited-States, <=50K
28,rivate,76714, Prof-school,15, Never-married,rof-specialty, Not-in-family, White, Male,0,0,55,nited-States, >50K
59,tate-gov,268700, HS-grad,9, Married-civ-spouse,ther-service, Husband, White, Male,0,0,40,nited-States, <=50K
40,tate-gov,170525, Some-college,10, Never-married,dm-clerical, Not-in-family, White, Female,0,0,38,nited-States, <=50K
41,rivate,180138, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,50,ran, >50K
38,ocal-gov,115076, Masters,14, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,70,nited-States, >50K
23,rivate,115458, HS-grad,9, Never-married,ransport-moving, Own-child, White, Male,0,0,40,nited-States, <=50K
